0.002263182,0.001768976,0.041477267,0.002232621,0.006334387,0.003842916,0.0036,0.002752218,0.004015595,0.010795847,0.003237002,0.001923286,0.001637167,0.002342784,0.034887392,0.037560553,0.001994605,0.001433543,0.001333115,0.002167164,0.014257969,0.000387917,0.005593626,0.002931008,0.006417117,0.027529485,0.017470316,0.008746548
0.009054861,0.002597979,0.057999533,0.002528214,0.013219735,0.008416831,0.0123,0.006356817,0.010546932,0.014395803,0.009472083,0.002981117,0.001720113,0.012167227,0.049369959,0.041006387,0.002364711,0.001873989,0.00383213,0.006714351,0.015719983,0.034473386,0.017560235,0.01695547,0.013114181,0.035843269,0.02317893,0.07514325
0.040708435,0.012200639,0.072545309,0.015146705,0.056944591,0.047190317,0.0377,0.025923425,0.044575001,0.018709348,0.07084323,0.022996523,0.015367099,0.040044619,0.064248946,0.051260001,0.009091397,0.023080314,0.032528654,0.052629714,0.021886652,0.034482853,0.060556401,0.035993367,0.025186148,0.040187674,0.028368629,0.103123867
0.047983127,0.048113645,0.100171108,0.039168606,0.072339159,0.059686989,0.0422,0.055391912,0.05083944,0.025697521,0.102742575,0.066951281,0.038208572,0.064061467,0.086794197,0.068433972,0.116868504,0.043356435,0.052289191,0.080844171,0.023454751,0.047571735,0.138424108,0.034337665,0.033325276,0.053271775,0.040462469,0.129266667
0.069255085,0.062589521,0.11979882,0.056589775,0.103353589,0.079309927,0.0565,0.079071795,0.070744593,0.036082729,0.112675128,0.082486404,0.053617082,0.085338909,0.101019522,0.090222035,0.156893051,0.059913608,0.068017223,0.095358927,0.033771516,0.056007714,0.160213763,0.043320164,0.045720632,0.063300105,0.050978747,0.149417082
0.098384191,0.100327192,0.162352777,0.070040533,0.121634826,0.100997899,0.0704,0.098382588,0.091765882,0.054893348,0.15445244,0.107617636,0.0725995,0.104773085,0.130992956,0.114066074,0.187950727,0.082363983,0.094502191,0.118554143,0.041641742,0.081197923,0.192978339,0.043915289,0.073910745,0.075668755,0.065752432,0.191789882
0.119771919,0.126497165,0.230922784,0.086095566,0.168628753,0.143693147,0.097,0.134110969,0.127856692,0.09524714,0.199836234,0.156190081,0.119848493,0.159619978,0.182915763,0.168315561,0.236698567,0.133560455,0.135753758,0.17450613,0.070454696,0.135536981,0.254880639,0.060121223,0.113689102,0.101311291,0.090673288,0.248582087
0.169810385,0.171656092,0.36945542,0.187517464,0.334523913,0.290730616,0.209,0.284235496,0.270331263,0.18554308,0.357886591,0.266454563,0.228291212,0.260812342,0.292099295,0.255562509,0.356419976,0.24498414,0.227763471,0.277478062,0.165393967,0.251740872,0.385232816,0.213113513,0.176920567,0.150711577,0.142001906,0.376715707
0.310830926,0.311685292,0.459824777,0.446217862,0.585485904,0.555338515,0.43,0.532159308,0.570337569,0.267704045,0.407443938,0.344679955,0.348285379,0.354289879,0.3855715,0.384314666,0.43338948,0.359608597,0.305713782,0.377497693,0.288491573,0.346795531,0.463230269,0.588838734,0.264129524,0.19792949,0.201498657,0.454922509
0.461141892,0.453736744,0.509076636,0.630386446,0.727211304,0.716037727,0.6381,0.675040677,0.621034803,0.325995965,0.423113524,0.382343193,0.386952728,0.369459129,0.427253069,0.398321863,0.499413752,0.409368146,0.347554628,0.388561491,0.360368871,0.40954597,0.508124376,0.807755448,0.411856174,0.213245316,0.21978429,0.50906194
0.947343124,0.623999884,0.699473349,0.760135557,0.827905408,0.834148001,0.692,0.783463482,0.811227019,0.474504434,0.639717559,0.548747454,0.568129032,0.524443935,0.552152539,0.510164552,0.6484749,0.576987109,0.494275563,0.53093084,0.515506441,0.549958464,0.672639489,0.93188384,0.598596317,0.271899936,0.278360518,0.670364744
0.839349732,0.832668888,0.847518937,0.935334715,0.945248341,0.960776169,1,0.910318711,0.933337285,0.685862608,0.779497141,0.760821817,0.79770741,0.756067244,0.78888504,0.719384393,0.834760318,0.766192717,0.717772045,0.771033917,0.673204442,0.734266911,0.852717607,0.934485683,0.758786467,0.383351284,0.393337201,0.858735502
0.89682695,0.877692428,0.991313253,0.918044341,0.938557799,0.9523079,0.8735,0.893592687,0.879251242,0.86726914,0.977405868,0.908158038,0.906163591,0.899147153,0.882577796,0.825272198,0.944073222,0.900613338,0.870038088,0.871765758,0.86190668,0.939044573,0.979983451,1,0.913588631,0.436689205,0.462306233,0.938551545
1,1,0.995739554,1,1,1,0.9058,1,1,1,0.989316448,1,1,1,1,1,1,1,1,1,0.925224173,0.994446006,1,0.986310115,1,0.505914163,0.548951738,1
0.927943451,0.892330258,0.938256045,0.86269458,0.9135143,0.904761655,0.8326,0.881849228,0.900315078,0.957903499,1,0.880186633,0.929015222,0.908059538,0.903704564,0.915947833,0.899836604,0.954947098,0.884653308,0.920271066,0.879356796,0.909070986,0.912633953,0.904665517,0.90399006,0.470894979,0.53346463,0.876762267
0.877246431,0.911217032,0.880434039,0.864907687,0.901292463,0.914289719,0.8057,0.855261839,0.898206487,0.938675447,0.959984227,0.920977803,0.871871208,0.862751764,0.875389524,0.895101965,0.82234647,0.887281275,0.856314431,0.862000382,0.850645833,0.882199938,0.847099877,0.868274721,0.777505715,0.459737085,0.529556579,0.858954148
0.748451518,0.743531559,0.679365302,0.756099103,0.743929268,0.777171792,0.712,0.76180939,0.752410228,0.78328268,0.78072034,0.674708308,0.738076689,0.731193857,0.697887973,0.735797827,0.668979578,0.74713541,0.682997966,0.693840229,0.766605972,0.74851747,0.698196744,0.789792194,0.551292295,0.391708564,0.45686172,0.66097156
0.63893043,0.670416011,0.578551178,0.671913956,0.687753141,0.695035803,0.6467,0.710156561,0.718605442,0.671550559,0.660264907,0.56688914,0.601604434,0.591935756,0.574964449,0.627846593,0.561472685,0.624904016,0.55913215,0.572518907,0.673176652,0.676497345,0.616891262,0.728729967,0.412991498,0.358596621,0.400603731,0.545732913
0.337146431,0.503498519,0.418095656,0.523694743,0.650433426,0.599410273,0.5426,0.562992431,0.565573413,0.476002287,0.468380482,0.396503015,0.417354729,0.423628699,0.38678085,0.440288001,0.430279197,0.451151519,0.376914409,0.389853811,0.545263172,0.507133526,0.437354667,0.615367433,0.308322855,0.27634917,0.311359368,0.398700711
0.321246594,0.360986573,0.298588275,0.412200119,0.457652627,0.480034417,0.3935,0.440080492,0.439874705,0.310968025,0.292205446,0.274939523,0.268266176,0.273654853,0.265820717,0.294589648,0.313985995,0.286898667,0.243877731,0.262560697,0.446733746,0.344554959,0.32101602,0.576559864,0.20757449,0.218870692,0.230032448,0.291407045
0.167599449,0.205826944,0.159140182,0.2459161,0.293855285,0.301009365,0.2958,0.278555276,0.273292966,0.133913428,0.18126271,0.131356586,0.129378505,0.149476047,0.1184513,0.141198879,0.182728805,0.144885824,0.112959778,0.133298933,0.29153452,0.196994404,0.19114152,0.439588323,0.108148103,0.138219457,0.124634819,0.143861132
0.082556632,0.109896864,0.083304504,0.128065651,0.174875114,0.189527411,0.1287,0.162134088,0.160990211,0.059443826,0.084092862,0.064110373,0.057778058,0.073611773,0.048995988,0.054980782,0.092759913,0.065036743,0.0326379,0.068441988,0.305350842,0.13279396,0.102654386,0.318213718,0.059445024,0.081378232,0.052939245,0.086686342
0.043511832,0.05481448,0.039897815,0.058789723,0.105174069,0.10825627,0.06,0.078768645,0.077993023,0.02213607,0.050509003,0.033379598,0.027126467,0.038781443,0.019447632,0.019833955,0.055687384,0.031947026,0.026542596,0.032338925,0.160099615,0.13730567,0.060331349,0.217314393,0.030895257,0.050058263,0.020602343,0.046568834
0.029175157,0.03868414,0.025914853,0.037917635,0.075999801,0.079299183,0.0402,0.052859106,0.051902329,0.018125011,0.03054807,0.021898849,0.016110578,0.024961077,0.010674323,0.011131678,0.039461385,0.019449118,0.018608327,0.022860429,0.133528818,0.135736912,0.047761406,0.196661516,0.018277141,0.041537482,0.011266695,0.03266122
